DTXSID,very_toxic,nontoxic,LD50_mgkg,EPA_category,GHS_category,casrn,mol_weight,LD50_LM
DTXSID1025271,FALSE,FALSE,334,2,4,103-69-5,121.1829987,-0.440304772
DTXSID1025279,FALSE,TRUE,5001,4,5,7085-85-0,125.1269989,-1.601705826
DTXSID1025304,FALSE,FALSE,320,2,4,5397-31-9,187.3269959,-0.23254961
DTXSID1025306,FALSE,TRUE,2276,3,5,16219-75-3,120.1949997,-1.277285857
DTXSID1025308,FALSE,TRUE,14800,4,5,97-63-2,114.1439972,-2.112808638
DTXSID1025433,FALSE,TRUE,3200,3,5,109-78-4,71.07900238,-1.653408655
DTXSID1025437,FALSE,FALSE,243,2,3,9/8/50,220.2279968,-0.042733745
DTXSID1025485,FALSE,FALSE,720,3,4,101-72-4,226.322998,-0.502603809
DTXSID1025564,FALSE,TRUE,6423,4,5,109-87-5,76.09500122,-1.926381794
DTXSID1025693,FALSE,TRUE,4260,3,5,607-91-0,192.2140045,-1.345624572
DTXSID1025722,FALSE,TRUE,3250,3,5,121-89-1,165.147995,-1.294010056
DTXSID1025726,FALSE,FALSE,1600,3,4,88-74-4,138.1260071,-1.063844525
DTXSID1025770,FALSE,TRUE,4500,3,5,5131-58-8,153.1410065,-1.468121017
DTXSID1025801,FALSE,FALSE,1000,3,4,124-30-1,269.5169983,-0.569413839
DTXSID1025805,FALSE,FALSE,550,3,4,26530-20-1,213.3399963,-0.411290406
DTXSID1025809,FALSE,TRUE,25000,4,5,112-80-1,282.4679871,-1.946970774
DTXSID1025851,TRUE,FALSE,46.6,1,2,4635-87-4,81.11799622,0.240731297
DTXSID1025853,TRUE,FALSE,39.85,1,2,79-21-0,76.0510025,0.280676618
DTXSID1025859,FALSE,FALSE,300,2,4,2045-52-5,290.8399963,-0.013467124
DTXSID1025930,TRUE,FALSE,10.3,1,2,83-26-1,230.2630005,1.349386935
DTXSID1026031,FALSE,FALSE,977,3,4,151-21-3,288.38,-0.529929426
DTXSID1026033,FALSE,TRUE,2840,3,5,126-92-1,232.2700043,-1.087325212
DTXSID1026083,FALSE,FALSE,1200,3,4,79-27-6,345.6539917,-0.540539669
DTXSID1026089,FALSE,FALSE,1727,3,4,634-90-2,215.8800049,-0.903079918
DTXSID1026118,FALSE,TRUE,2860,3,5,119-64-2,132.2059937,-1.335114888
DTXSID1026164,FALSE,FALSE,75,2,3,95-53-4,107.1559982,0.154955223
DTXSID1026245,FALSE,TRUE,9910,4,5,129-79-3,315.196991,-1.497491592
DTXSID1026457,FALSE,FALSE,100,2,3,78-67-1,164.2120056,0.215404905
DTXSID1026536,FALSE,TRUE,2250,3,5,89-32-7,218.1199951,-1.013487039
DTXSID1026615,FALSE,TRUE,3300,3,5,97-90-5,198.2180023,-1.221370845
DTXSID1026619,FALSE,FALSE,1960,3,4,98-09-9,176.6100006,-1.045240779
DTXSID1026665,FALSE,FALSE,1185,3,4,100-54-9,104.1119995,-1.056217563
DTXSID1026667,FALSE,FALSE,100,2,3,100-69-6,105.1399994,0.02176797
DTXSID1026792,FALSE,FALSE,450,2,4,108-44-1,107.1559982,-0.623196027
DTXSID1026796,FALSE,TRUE,5155,4,5,108-65-6,132.1589966,-1.591131937
DTXSID1026823,TRUE,FALSE,50,1,2,109-74-0,69.10700226,0.14055205
DTXSID1026879,TRUE,FALSE,20.7,1,2,111-49-9,99.17700195,0.68044063
DTXSID1026902,FALSE,FALSE,702.5,3,4,112-03-8,348.0599976,-0.304992216
DTXSID1026904,FALSE,FALSE,1880,3,4,112-07-2,160.2129974,-1.069460104
DTXSID1026906,FALSE,FALSE,740,3,4,112-18-5,213.4089966,-0.540018996
DTXSID1026908,FALSE,FALSE,830,3,4,112-25-4,146.2299957,-0.754041625
DTXSID1027007,FALSE,TRUE,2360,3,5,123-62-6,130.1430054,-1.258491171
DTXSID1027134,FALSE,TRUE,4940,3,5,298-07-7,322.4259949,-1.1852969
DTXSID1027186,FALSE,FALSE,270,2,3,541-41-3,108.5199966,-0.395853993
DTXSID1027263,FALSE,TRUE,6500,4,5,628-63-7,130.1869965,-1.698345749
DTXSID1027265,FALSE,TRUE,3000,3,5,629-11-8,118.1760025,-1.40459196
DTXSID1027340,FALSE,TRUE,8070,4,5,928-72-3,177.0670013,-1.658735902
DTXSID1027344,FALSE,TRUE,2330,3,5,947-04-6,197.3220062,-1.072180399
DTXSID1027479,FALSE,TRUE,10000,4,5,2440-22-4,225.2510071,-1.647333259
DTXSID1027500,FALSE,TRUE,3089,3,5,2807-30-9,104.1490021,-1.472162795
DTXSID1027502,FALSE,TRUE,2700,3,5,2814-20-2,152.1970062,-1.248957654
DTXSID1027504,FALSE,FALSE,455,2,4,2867-47-2,157.2129974,-0.461522949
DTXSID1027506,FALSE,FALSE,794,3,4,2905-62-6,209.4499969,-0.578740144
DTXSID1027508,FALSE,TRUE,14200,4,5,2915-53-9,340.5039978,-1.620166129
DTXSID1027550,FALSE,FALSE,76,2,3,3926-62-3,116.4800034,0.185437782
DTXSID1027558,FALSE,TRUE,2234,3,5,4083-64-1,197.2100067,-1.054154221
DTXSID1027897,FALSE,TRUE,6050,4,5,26377-29-7,180.1499939,-1.526121123
DTXSID1027974,FALSE,TRUE,5001,4,5,32210-23-4,198.3059998,-1.401721001
DTXSID1029120,FALSE,TRUE,4920,3,5,92-88-6,186.21,-1.421962103
DTXSID1029124,FALSE,TRUE,6989,4,5,95-93-2,134.222,-1.716591335
DTXSID1029128,FALSE,FALSE,1600,3,4,97-99-4,102.1330032,-1.19495388
DTXSID1029170,FALSE,FALSE,300,2,4,141-79-7,98.14499664,-0.48525309
DTXSID1029203,TRUE,FALSE,50,1,2,869-24-9,172.0899963,0.536785621
DTXSID1029621,FALSE,TRUE,2800,3,5,497-19-8,105.987999,-1.421901339
DTXSID1029623,FALSE,FALSE,418,2,4,513-77-9,197.3350067,-0.325972147
DTXSID1029671,FALSE,FALSE,1340,3,4,7414-83-7,249.9900055,-0.729182152
DTXSID1030319,FALSE,FALSE,144,2,3,132-32-1,210.2799988,0.164435474
DTXSID1030606,FALSE,TRUE,5438,4,5,55589-62-3,201.2400055,-1.431724883
DTXSID1031090,FALSE,TRUE,8400,4,5,18472-87-2,831.6400146,-1.004343909
DTXSID1031591,FALSE,FALSE,1000,3,4,625-45-6,90.078,-1.045381265
DTXSID1031628,FALSE,FALSE,570,3,4,2/2/80,106.1399994,-0.729995775
DTXSID1032305,FALSE,FALSE,81.5,2,3,10061-01-5,110.9700012,0.134047982
DTXSID1032309,FALSE,FALSE,831,3,4,1929-73-3,321.1900024,-0.412839005
DTXSID1032355,FALSE,FALSE,1369,3,4,81777-89-1,239.6999969,-0.75673542
DTXSID1032484,FALSE,FALSE,444,2,4,3383-96-8,466.4599915,0.02143143
DTXSID1032511,FALSE,FALSE,316,2,4,7779-27-3,171.2879944,-0.265960158
DTXSID1032569,FALSE,FALSE,100,2,3,23103-98-2,238.2910004,0.37710764
DTXSID1032646,FALSE,FALSE,507,3,4,4151-50-2,527.2000122,0.016967452
DTXSID1032648,FALSE,FALSE,480,2,4,22248-79-9,365.9500122,-0.117819471
DTXSID1032690,FALSE,FALSE,268,2,3,173584-44-6,527.8400269,0.294367526
DTXSID1032698,FALSE,TRUE,7500,4,5,52316-55-9,289.1839905,-1.413887017
DTXSID1033161,TRUE,FALSE,0.49,1,1,1646-87-3,206.2599945,2.624218922
DTXSID1033664,FALSE,TRUE,2500,3,5,58-18-4,302.4580078,-0.917274921
DTXSID1033876,FALSE,FALSE,811,3,4,103-63-9,185.0639954,-0.64169892
DTXSID1034187,FALSE,TRUE,4100,3,5,10540-29-1,371.5239868,-1.042796998
DTXSID1034210,FALSE,TRUE,15380,4,5,29091-21-2,350.2980042,-1.642518673
DTXSID1034214,TRUE,FALSE,3.5,1,1,54573-75-0,412.6579895,2.071522214
DTXSID1034260,FALSE,TRUE,4800,3,5,79-57-2,460.4389954,-1.01806914
DTXSID1034397,FALSE,TRUE,5001,4,5,18181-80-1,428.1199951,-1.067491343
DTXSID1034420,FALSE,TRUE,2001,3,5,2302-17-2,252.2200012,-0.899467565
DTXSID1034634,FALSE,TRUE,4904,3,5,68157-60-8,247.6799927,-1.296659535
DTXSID1034715,FALSE,FALSE,227,2,3,108-62-3,176.2120056,-0.109990363
DTXSID1034844,FALSE,FALSE,290,2,3,32889-48-8,252.7100067,-0.059775559
DTXSID1034898,TRUE,FALSE,26,1,2,2312-76-7,220.1159973,0.927678259
DTXSID1034921,FALSE,FALSE,1500,3,4,108731-70-0,460.7399902,-0.51263535
DTXSID1034973,FALSE,FALSE,934,3,4,87820-88-0,329.4400024,-0.452570544
DTXSID1037018,FALSE,TRUE,11160,4,5,62-76-0,133.9980011,-1.920565875
DTXSID1037193,FALSE,FALSE,196,2,3,33386-08-2,421.9700012,0.333025506
DTXSID1037197,FALSE,TRUE,4245,3,5,62571-86-2,217.2799988,-1.290857944
DTXSID1037272,FALSE,FALSE,70,2,3,321-64-2,198.2689972,0.45215677
DTXSID1037511,TRUE,FALSE,7,1,2,24934-91-6,234.6900024,1.525396549
DTXSID1037513,TRUE,FALSE,10,1,2,321-54-0,346.7000122,1.539953857
DTXSID1037515,FALSE,FALSE,460,2,4,299-86-5,291.7099915,-0.197806527
DTXSID1037565,FALSE,TRUE,10000,4,5,55814-41-0,269.3439941,-1.569692704
DTXSID1038666,FALSE,FALSE,135,2,3,5598-15-2,334.5100098,0.394075349
DTXSID1038743,FALSE,FALSE,1600,3,4,136-85-6,133.154,-1.079765765
DTXSID1038799,FALSE,FALSE,200,2,3,2051-79-8,214.7400055,0.030882964
DTXSID1038878,FALSE,FALSE,800,3,4,136-36-7,214.2200012,-0.57222997
DTXSID1040110,FALSE,TRUE,8732,4,5,105-37-3,102.1330032,-1.931947624
DTXSID1040293,FALSE,FALSE,777,3,4,20354-26-1,261.0599976,-0.473680689
DTXSID1040295,FALSE,TRUE,2001,3,5,24579-73-5,188.2709961,-1.026463668
DTXSID1040297,FALSE,TRUE,4600,3,5,556-22-9,368.6059875,-1.096195446
DTXSID1040320,FALSE,TRUE,6400,4,5,42576-02-3,342.1300049,-1.27198881
DTXSID1040322,FALSE,FALSE,178,2,3,2686-99-9,193.2460022,0.035690516
DTXSID1040324,TRUE,FALSE,16,1,2,64-00-6,193.2460022,1.081990536
DTXSID1040372,FALSE,TRUE,5001,4,5,133855-98-8,329.7600098,-1.180858867
DTXSID1040374,FALSE,TRUE,11400,4,5,6980-18-3,379.3659973,-1.477846449
DTXSID1040617,FALSE,FALSE,315,2,4,73384-60-8,287.3399963,-0.039914472
DTXSID1040661,FALSE,FALSE,897,3,4,882-09-7,214.6499939,-0.621061563
DTXSID1040667,TRUE,FALSE,5,1,2,55-91-4,184.1470032,1.566194651
DTXSID1040792,FALSE,TRUE,4000,3,5,58-56-0,205.6399994,-1.288952397
DTXSID1040794,FALSE,FALSE,1049,3,4,6152-33-6,264.2529907,-0.598755577
DTXSID1041215,FALSE,FALSE,520,3,4,29025-67-0,285.7999878,-0.259941138
DTXSID1041263,FALSE,TRUE,2320,3,5,83-42-1,171.5800018,-1.131021317
DTXSID1041267,FALSE,TRUE,4400,3,5,1569-02-4,104.149,-1.625797572
DTXSID1041348,FALSE,FALSE,850,3,4,3766-27-6,226.9700012,-0.573450466
DTXSID1041390,FALSE,FALSE,1360,3,4,2797-51-5,207.6100006,-0.816290639
DTXSID1041396,FALSE,TRUE,5176,4,5,513-53-1,90.18000031,-1.758884035
DTXSID1041425,FALSE,FALSE,780,3,4,6728-26-3,98.145,-0.900226423
DTXSID1041471,FALSE,FALSE,200,2,3,330-64-3,235.3269959,0.070641755
DTXSID1041475,FALSE,FALSE,1400,3,4,78-66-0,170.2519989,-0.915035816
DTXSID1041500,FALSE,FALSE,410,2,4,87-12-7,371.0280151,-0.043377154
DTXSID1041508,FALSE,FALSE,1058,3,4,95-69-2,141.6000061,-0.873422396
DTXSID1041552,FALSE,FALSE,1430,3,4,3282-85-7,358.5100098,-0.600834752
DTXSID1041681,FALSE,FALSE,1100,3,4,13181-17-4,461.0220032,-0.377671032
DTXSID1041683,FALSE,FALSE,1600,3,4,2104-96-3,365.9899902,-0.640650775
DTXSID1041685,FALSE,TRUE,8500,4,5,3042-84-0,266.0979919,-1.504377328
DTXSID1041687,FALSE,FALSE,300,2,4,117-26-0,324.2000122,0.033691772
DTXSID1041764,FALSE,TRUE,2500,3,5,20856-57-9,336.4200134,-0.871058185
DTXSID1041768,TRUE,FALSE,1.3,1,1,4418-66-0,315.2099915,2.384656623
DTXSID1041845,FALSE,TRUE,2068,3,5,80060-09-9,384.5799866,-0.730563854
DTXSID1041847,FALSE,TRUE,14870,4,5,109-43-3,314.4660034,-1.674737267
DTXSID1041891,FALSE,TRUE,2250,3,5,101-81-5,168.2389984,-1.126255844
DTXSID1041895,FALSE,TRUE,3600,3,5,8/7/18,281.3120117,-1.107114224
DTXSID1041899,FALSE,FALSE,51,2,3,129-67-9,230.1269989,0.654397398
DTXSID1041920,FALSE,TRUE,3080,3,5,1559-35-9,174.2839966,-1.247293206
DTXSID1041926,FALSE,FALSE,599,3,4,64529-56-2,228.3099976,-0.418901893
DTXSID1041928,FALSE,FALSE,125,2,3,116-01-8,243.2799988,0.289196392
DTXSID1041972,FALSE,FALSE,85,2,3,75867-00-4,389.1400146,0.660686965
DTXSID1042077,FALSE,FALSE,1826,3,4,34123-59-6,206.2890015,-0.9470247
DTXSID1042079,FALSE,FALSE,630,3,4,55861-78-4,211.2649994,-0.474512997
DTXSID1042102,FALSE,FALSE,87,2,3,672-04-8,221.3000031,0.405462167
DTXSID1042106,FALSE,FALSE,87,2,3,10537-47-0,282.3869934,0.511325437
DTXSID1042158,FALSE,FALSE,1600,3,4,19937-59-8,228.6799927,-0.844891813
DTXSID1042283,TRUE,FALSE,2,1,1,3/6/88,276.3599854,2.140445165
DTXSID1042285,TRUE,FALSE,8.9,1,2,947-02-4,255.2899933,1.457643785
DTXSID1042287,FALSE,FALSE,500,2,4,5826-76-6,297.6499939,-0.225264126
DTXSID1042360,TRUE,FALSE,4.75,1,1,53558-25-1,272.2640076,1.758296623
DTXSID1042362,FALSE,FALSE,1500,3,4,7159-34-4,260.9200134,-0.759583867
DTXSID1042368,FALSE,FALSE,150,2,3,1776-83-6,329.3500061,0.341566417
DTXSID1042445,FALSE,FALSE,433,2,4,33693-04-8,225.2960052,-0.283734405
DTXSID1042491,FALSE,TRUE,20000,4,5,2761-24-2,234.4109955,-1.931052016
DTXSID1042574,FALSE,TRUE,9800,4,5,15676-16-1,341.4299927,-1.457924407
DTXSID10429425,FALSE,FALSE,791.3,3,4,227197-72-0,153.5700073,-0.712034761
DTXSID1043881,FALSE,FALSE,250,2,3,50-49-7,280.415,0.049861233
DTXSID1043968,FALSE,TRUE,2678,3,5,185119-76-0,507.2600098,-0.722579947
DTXSID1044352,FALSE,TRUE,2550,3,5,101-41-7,150.177002,-1.22993675
DTXSID1044354,FALSE,TRUE,4250,3,5,102-79-4,161.2449951,-1.420902687
DTXSID1044431,FALSE,FALSE,1620,3,4,4620-70-6,117.1920013,-1.140617044
DTXSID1044435,FALSE,FALSE,200,2,3,51-05-8,272.769989,0.134766591
DTXSID1044439,FALSE,TRUE,4180,3,5,5459-58-5,141.1699982,-1.471433873
DTXSID1044487,FALSE,FALSE,223,2,3,5137-55-3,404.1600037,0.25824847
DTXSID1044489,FALSE,FALSE,275,2,3,11/7/10,163.6000061,-0.225549378
DTXSID1044560,FALSE,FALSE,455,2,4,30007-47-7,211.9989929,-0.331677599
DTXSID1044645,FALSE,FALSE,173,2,3,304-20-1,196.6399994,0.055625761
DTXSID1044647,FALSE,FALSE,250,2,3,306-07-0,195.6900024,-0.10637137
DTXSID1044649,FALSE,FALSE,200,2,3,3069-29-2,206.3609924,0.013597612
DTXSID1044720,FALSE,FALSE,200,2,3,695-34-1,108.1439972,-0.267027578
DTXSID1044772,FALSE,TRUE,8400,4,5,105-85-1,184.279007,-1.658803423
DTXSID1044776,FALSE,FALSE,180,2,3,106-71-8,125.1269989,-0.157921477
DTXSID1044801,FALSE,FALSE,1700,3,4,140-90-9,144.1799927,-1.071543922
DTXSID1044853,FALSE,FALSE,1182,3,4,17766-26-6,243.1999969,-0.686653911
DTXSID10448691,FALSE,FALSE,200,2,3,73611-02-6,142.154007,-0.14827089
DTXSID1045085,FALSE,FALSE,543,3,4,440-17-5,480.4200134,-0.053178739
DTXSID1045116,FALSE,TRUE,5243,4,5,57808-66-9,425.92,-1.090251824
DTXSID1045118,FALSE,TRUE,4470,3,5,21256-18-8,293.321991,-1.182962899
DTXSID1045166,FALSE,FALSE,317,2,4,137-58-6,234.3430023,-0.131207273
DTXSID1045245,FALSE,FALSE,782,3,4,61-80-3,168.5800018,-0.666400699
DTXSID1045291,FALSE,FALSE,329,2,4,129-20-4,324.3800049,-0.006141822
DTXSID1045293,FALSE,FALSE,740,3,4,132-69-4,345.8699951,-0.330318832
DTXSID1045328,FALSE,FALSE,1750,3,4,579-56-6,337.8399963,-0.714326985
DTXSID1045372,FALSE,FALSE,1540,3,4,2753-45-9,466.019989,-0.519116176
DTXSID1045405,FALSE,FALSE,1700,3,4,10592-13-9,480.8999939,-0.54839415
DTXSID1045407,FALSE,FALSE,1700,3,4,13171-25-0,339.2600098,-0.699916251
DTXSID1045409,FALSE,FALSE,225,2,3,13710-19-5,261.7099915,0.065637785
DTXSID1045453,FALSE,TRUE,9500,4,5,32887-03-9,476.0299988,-1.300089283
DTXSID1045530,FALSE,FALSE,1927,3,4,130693-82-2,360.8900146,-0.727506849
DTXSID1045536,FALSE,FALSE,333,2,4,9/5/37,339.4830017,0.0083738
DTXSID1045580,FALSE,FALSE,240,2,3,33402-03-8,317.2940063,0.121250627
DTXSID1045588,FALSE,TRUE,3030,3,5,54856-23-4,232.3000031,-1.115393413
DTXSID1045615,FALSE,FALSE,335,2,4,105628-07-7,327.8299866,-0.009396131
DTXSID1045619,FALSE,TRUE,5001,4,5,93106-60-6,359.401001,-1.143477572
DTXSID1045790,FALSE,FALSE,430,2,4,32795-47-4,354.406,-0.08396739
DTXSID1045792,FALSE,TRUE,2140,3,5,62-68-0,389.9599915,-0.739393721
DTXSID1045871,FALSE,FALSE,74,2,3,53716-49-7,273.7200012,0.568074814
DTXSID1046055,FALSE,TRUE,9600,4,5,71617-10-2,248.3220062,-1.587256025
DTXSID1046130,FALSE,FALSE,1850,3,4,17289-49-5,165.2400055,-1.049056528
DTXSID1046265,FALSE,TRUE,2001,3,5,96-84-4,571.9190063,-0.543912559
DTXSID1046427,FALSE,FALSE,307,2,4,101477-54-7,541.460022,0.246428021
DTXSID1046429,FALSE,FALSE,880,3,4,103890-78-4,455.5509949,-0.285945673
DTXSID1046475,FALSE,FALSE,130,2,3,14368-24-2,307.3900146,0.373746403
DTXSID1046479,TRUE,FALSE,5.3,1,2,82159-09-9,319.3900146,1.780045465
DTXSID1046502,FALSE,FALSE,192,2,3,108929-04-0,285.7799988,0.172730601
DTXSID1046504,FALSE,FALSE,1800,3,4,38821-52-2,383.9200134,-0.671031753
DTXSID1046550,FALSE,TRUE,6000,4,5,10049-83-9,441.3800049,-1.133338595
DTXSID1046631,FALSE,FALSE,763,3,4,10402-53-6,453.4500122,-0.22599512
DTXSID1046639,FALSE,FALSE,255,2,3,88069-67-4,272.3919983,0.028654165
DTXSID1046710,FALSE,FALSE,390,2,4,4779-94-6,189.6399994,-0.313134662
DTXSID1046716,FALSE,FALSE,887,3,4,78967-07-4,339.3469849,-0.417279625
DTXSID1046760,FALSE,FALSE,810,3,4,76-58-4,313.3970032,-0.41239018
DTXSID1046841,TRUE,FALSE,14,1,2,4/7/40,359.8500061,1.409993479
DTXSID1046845,FALSE,FALSE,1220,3,4,1225-60-1,321.8699951,-0.578679337
DTXSID1046847,FALSE,TRUE,2250,3,5,54556-98-8,403.9500122,-0.745854893
DTXSID1046849,FALSE,FALSE,86,2,3,68377-91-3,407.9899902,0.676151057
DTXSID1046924,FALSE,FALSE,478,2,4,13254-33-6,195.6900024,-0.387859258
DTXSID1047075,FALSE,FALSE,806,3,4,14667-55-1,122.1709976,-0.819366922
DTXSID1047106,FALSE,TRUE,2610,3,5,502-47-6,170.2519989,-1.185548288
DTXSID1047152,FALSE,TRUE,10660,4,5,106-29-6,224.3439941,-1.676842757
DTXSID1047158,FALSE,TRUE,2580,3,5,543-49-7,116.2040024,-1.346398619
DTXSID1047493,FALSE,FALSE,68.8,2,3,3092-17-9,290.7399902,0.625916333
DTXSID1047497,FALSE,TRUE,45000,4,5,119-07-3,418.6180115,-2.031394603
DTXSID10475604,TRUE,FALSE,50,1,2,641571-11-1,241.2169952,0.683437899
DTXSID1047570,FALSE,TRUE,2400,3,5,933-48-2,142.2420044,-1.227183378
DTXSID1047601,FALSE,FALSE,1280,3,4,100-86-7,150.220993,-0.930479341
DTXSID1047605,FALSE,TRUE,5001,4,5,103-53-7,252.3130035,-1.297117221
DTXSID1047607,FALSE,TRUE,3400,3,5,103-56-0,190.2420044,-1.252172504
DTXSID1047609,FALSE,TRUE,4400,3,5,104-50-7,142.197998,-1.490559194
DTXSID1047653,FALSE,FALSE,218,2,3,123-68-2,156.2250061,-0.144705943
DTXSID1047784,FALSE,FALSE,1040,3,4,3717-88-2,427.9299927,-0.385660613
DTXSID1047786,FALSE,FALSE,1000,3,4,29560-58-5,463.980011,-0.333500729
DTXSID1047813,FALSE,FALSE,640,3,4,1501-84-4,215.7700043,-0.472188904
DTXSID1047815,FALSE,FALSE,150,2,3,151-06-4,220.1399994,0.166607702
DTXSID1047819,FALSE,FALSE,880,3,4,51773-92-3,414.7799988,-0.326664866
DTXSID1048334,FALSE,FALSE,1200,3,4,20187-55-7,282.2990112,-0.628471889
DTXSID1048546,FALSE,TRUE,2300,3,5,3820-67-5,372.8099976,-0.790240286
DTXSID1048598,FALSE,TRUE,3100,3,5,59198-70-8,478.5769959,-0.811409875
DTXSID1048677,FALSE,FALSE,1832,3,4,24729-96-2,504.9599915,-0.559668499
DTXSID1048708,FALSE,FALSE,900,3,4,12/6/98,270.7600098,-0.521657988
DTXSID1048750,FALSE,FALSE,108,2,3,32784-82-0,461.5599976,0.630804407
DTXSID1048756,FALSE,TRUE,2001,3,5,18559-59-6,381.8500061,-0.719354287
DTXSID1048758,FALSE,FALSE,660,3,4,11/3/77,291.3980103,-0.355057354
DTXSID1048835,FALSE,FALSE,1060,3,4,86-12-4,286.4400024,-0.568272197
DTXSID1048839,FALSE,TRUE,8000,4,5,14008-48-1,417.4169922,-1.282519863
DTXSID1048918,FALSE,FALSE,71.8,2,3,2922-44-3,542.6290283,0.878378579
DTXSID1048968,FALSE,FALSE,465,2,4,7082-21-5,317.8999939,-0.165162433
DTXSID1049433,FALSE,FALSE,200,2,3,92-43-3,162.1920013,-0.091000563
DTXSID1049697,FALSE,FALSE,1900,3,4,84-15-1,230.3099976,-0.91644081
DTXSID1051484,FALSE,TRUE,5930,4,5,2173-57-1,200.2810059,-1.47141493
DTXSID1051511,FALSE,FALSE,100,2,3,1020-84-4,292.6799927,0.466393035
DTXSID1051561,FALSE,FALSE,400,2,4,108-75-8,121.1829987,-0.518618296
DTXSID1051565,FALSE,FALSE,930,3,4,109-70-6,157.4400024,-0.771367861
DTXSID1051569,FALSE,FALSE,95.4,2,3,110-51-0,92.94000244,-0.011345695
DTXSID1051690,FALSE,TRUE,2500,3,5,135-02-4,136.1499939,-1.263922382
DTXSID1051771,FALSE,TRUE,4300,3,5,16409-43-1,154.253006,-1.44523482
DTXSID1051775,FALSE,FALSE,400,2,4,16588-67-3,427.5400085,0.02891677
DTXSID1051777,FALSE,FALSE,819,3,4,16714-68-4,216.3099976,-0.578207309
DTXSID1051804,FALSE,TRUE,3200,3,5,17741-62-7,429.269989,-0.872419451
DTXSID1052032,FALSE,TRUE,4100,3,5,3558-60-9,136.1940002,-1.478625881
DTXSID1052034,TRUE,FALSE,6.325,1,2,35822-46-9,425.29,1.827624641
DTXSID1052115,FALSE,FALSE,770,3,4,467-63-0,389.5429993,-0.295935321
DTXSID1052117,FALSE,FALSE,79,2,3,4736-60-1,418.2579956,0.723817161
DTXSID1052119,FALSE,FALSE,520,3,4,47465-97-4,345.3980103,-0.177683512
DTXSID1052165,FALSE,TRUE,2130,3,5,527-84-4,134.2220001,-1.200555897
DTXSID1052169,FALSE,TRUE,4000,3,5,5320-75-2,238.2859955,-1.224961473
DTXSID1052290,TRUE,FALSE,50,1,2,615-58-7,251.905,0.702266783
DTXSID1052296,FALSE,TRUE,2600,3,5,61792-11-8,163.2640076,-1.202082895
DTXSID1052371,FALSE,TRUE,5200,4,5,67801-38-1,192.302002,-1.432019538
DTXSID1052660,FALSE,TRUE,4680,3,5,98-59-9,190.6399994,-1.390031825
DTXSID1052666,FALSE,TRUE,2660,3,5,99-77-4,195.173996,-1.134459683
DTXSID1057612,FALSE,FALSE,760,3,4,1050-48-2,434.3739929,-0.242949777
DTXSID1057795,FALSE,FALSE,1540,3,4,6506-37-2,226.2359924,-0.832959022
DTXSID1057820,FALSE,TRUE,2001,3,5,74639-40-0,470.5400085,-0.628650533
DTXSID1057951,FALSE,TRUE,2910,3,5,126801-58-9,398.3900146,-0.863584544
DTXSID1058052,FALSE,FALSE,270,2,3,299-85-4,314.1600037,0.065787129
DTXSID1058056,TRUE,FALSE,21.4,1,2,33399-00-7,404.019989,1.275989079
DTXSID1058131,FALSE,FALSE,67,2,3,572-48-5,368.3800049,0.740221247
DTXSID1058133,FALSE,TRUE,9550,4,5,58011-68-0,439.3099976,-1.337232285
DTXSID1058135,TRUE,FALSE,25,1,2,5/4/27,304.4200134,1.085533192
DTXSID1058139,FALSE,FALSE,67,2,3,5903-13-9,217.2429962,0.510870981
DTXSID1058210,FALSE,FALSE,525,3,4,89269-64-7,254.3370056,-0.31474975
DTXSID1058212,TRUE,FALSE,0.25,1,1,90035-08-8,542.5540161,3.336502974
DTXSID1058391,FALSE,FALSE,456,2,4,51596-10-2,528.6859741,0.064232946
DTXSID1058397,FALSE,TRUE,2500,3,5,5251-79-6,212.2050018,-1.071184392
DTXSID10586507,FALSE,TRUE,2001,3,5,284462-37-9,243.2660065,-0.915165663
DTXSID1058688,FALSE,TRUE,7900,4,5,1068-22-0,203.25,-1.589596537
DTXSID1058896,FALSE,TRUE,6210,4,5,83-64-7,239.25,-1.414239654
DTXSID1058973,FALSE,TRUE,8480,4,5,88-62-0,187.2100067,-1.656066793
DTXSID1059078,FALSE,TRUE,4500,3,5,93-09-4,172.1829987,-1.417222247
DTXSID1059159,FALSE,FALSE,991,3,4,98-10-2,157.1900024,-0.799648734
DTXSID1059230,FALSE,TRUE,2200,3,5,101-49-5,164.2039948,-1.127038962
DTXSID1059288,FALSE,FALSE,1550,3,4,104-01-8,166.1759949,-0.969763411
DTXSID1059448,FALSE,TRUE,2357,3,5,117-14-6,368.3299866,-0.806122505
DTXSID1059490,FALSE,TRUE,7500,4,5,119-67-5,150.1329956,-1.698585113
DTXSID1059573,TRUE,FALSE,25,1,2,128-53-0,125.1269989,0.69941102
DTXSID1059579,FALSE,TRUE,19300,4,5,128-79-0,667.677002,-1.460990892
DTXSID1060003,FALSE,TRUE,2500,3,5,447-14-3,158.1230011,-1.19894496
DTXSID1060130,FALSE,TRUE,2830,3,5,505-66-8,100.1650009,-1.451070436
DTXSID1060265,FALSE,TRUE,7000,4,5,544-10-5,120.6200027,-1.763678706
DTXSID1060687,FALSE,TRUE,11220,4,5,618-83-7,182.1309967,-1.789608993
DTXSID1060714,FALSE,TRUE,2200,3,5,620-02-0,110.1119995,-1.300588032
DTXSID1060845,FALSE,FALSE,423,2,4,627-70-3,112.1760025,-0.576440408
