Chemical Name,Chemical ID,CAS RN,Gene Symbol,Gene ID,Interaction,Interaction Actions,Reference Count,Organism Count
Arsenic,D001151,7440-38-2,BMI1,648,BMI1 protein promotes the reaction [Arsenic results in decreased expression of CDKN2A mRNA],decreases^expression|increases^reaction,1,1
Arsenic,D001151,7440-38-2,BMI1,648,BMI1 protein promotes the reaction [Arsenic results in decreased expression of CDKN2A protein],decreases^expression|increases^reaction,1,1
Arsenic,D001151,7440-38-2,BMI1,648,BMI1 protein results in increased susceptibility to Arsenic,increases^response to substance,1,1
Arsenic,D001151,7440-38-2,BMP2,650,Arsenic affects the expression of BMP2 protein,affects^expression,1,1
Arsenic,D001151,7440-38-2,BMP2,650,Arsenic results in increased expression of BMP2 protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,BMP4,652,Arsenic results in increased expression of BMP4 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,BMP4,652,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of BMP4 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,BMP5,653,Arsenic results in decreased expression of BMP5 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,BMP8A,353500,Arsenic affects the methylation of BMP8A gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BMPER,168667,Arsenic affects the expression of BMPER protein,affects^expression,1,1
Arsenic,D001151,7440-38-2,BMPR1A,657,Arsenic affects the expression of BMPR1A protein,affects^expression,1,1
Arsenic,D001151,7440-38-2,BMPR1A,657,Arsenic affects the methylation of BMPR1A gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BMPR1B,658,Arsenic results in increased methylation of BMPR1B gene,increases^methylation,1,1
Arsenic,D001151,7440-38-2,BMPR2,659,Arsenic affects the expression of BMPR2 protein,affects^expression,1,1
Arsenic,D001151,7440-38-2,BMPR2,659,Arsenic results in decreased expression of BMPR2 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,BMPR2,659,Arsenic results in increased expression of BMPR2 protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,BNIPL,149428,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of BNIPL mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,BOK,666,Arsenic results in increased expression of BOK mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,BORA,79866,Arsenic affects the methylation of BORA gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BORCS7,119032,Arsenic affects the methylation of BORCS7 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BPIFA1,51297,Arsenic affects the expression of BPIFA1 protein,affects^expression,1,1
Arsenic,D001151,7440-38-2,BPIFA1,51297,Arsenic results in increased expression of BPIFA1 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,BPIFB1,92747,Arsenic results in increased expression of BPIFB1 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,BPIFC,254240,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of BPIFC mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,BPNT1,10380,Arsenic affects the methylation of BPNT1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BRAF,673,Arsenic results in decreased expression of BRAF mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,BRCA1,672,Arsenic affects the methylation of BRCA1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BRD1,23774,Arsenic affects the methylation of BRD1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BRD8,10902,Arsenic affects the methylation of BRD8 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BRF2,55290,Arsenic results in increased methylation of BRF2 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,BRI3BP,140707,Arsenic affects the methylation of BRI3BP gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BRINP2,57795,Arsenic affects the methylation of BRINP2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BRME1,79173,Arsenic affects the methylation of BRME1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BRSK2,9024,Arsenic affects the methylation of BRSK2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BSN,8927,Arsenic affects the methylation of BSN gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BSPH1,100131137,Arsenic affects the methylation of BSPH1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BST1,683,Arsenic results in decreased expression of BST1 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,BTAF1,9044,Arsenic results in increased methylation of BTAF1 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,BTBD11,121551,Arsenic affects the methylation of BTBD11 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BTBD3,22903,Arsenic results in increased methylation of BTBD3 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,BTBD7,55727,Arsenic affects the methylation of BTBD7 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BTBD9,114781,Arsenic affects the methylation of BTBD9 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BTC,685,Arsenic affects the methylation of BTC gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BTN1A1,696,Arsenic affects the methylation of BTN1A1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BTN3A3,10384,Arsenic affects the expression of BTN3A3 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,BTNL2,56244,Arsenic affects the methylation of BTNL2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BYSL,705,Arsenic affects the methylation of BYSL gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C10ORF53,282966,Arsenic affects the methylation of C10ORF53 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C10ORF55,414236,Arsenic affects the methylation of C10ORF55 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C10ORF67,256815,Arsenic affects the expression of C10ORF67 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,C10ORF99,387695,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of C10ORF99 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,C11ORF53,341032,Arsenic affects the methylation of C11ORF53 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C11ORF58,10944,Arsenic affects the methylation of C11ORF58 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C12ORF54,121273,Arsenic affects the methylation of C12ORF54 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C12ORF73,728568,Arsenic affects the methylation of C12ORF73 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C14ORF180,400258,Arsenic affects the methylation of C14ORF180 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C15ORF39,56905,Arsenic affects the methylation of C15ORF39 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C15ORF48,84419,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of C15ORF48 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,C16ORF87,388272,Arsenic affects the methylation of C16ORF87 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C16ORF91,283951,Arsenic affects the methylation of C16ORF91 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C17ORF50,146853,Arsenic affects the methylation of C17ORF50 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C17ORF64,124773,Arsenic affects the methylation of C17ORF64 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C17ORF67,339210,Arsenic affects the methylation of C17ORF67 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C17ORF99,100141515,Arsenic affects the methylation of C17ORF99 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C19ORF12,83636,Arsenic affects the methylation of C19ORF12 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C19ORF25,148223,Arsenic affects the methylation of C19ORF25 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C19ORF54,284325,Arsenic affects the methylation of C19ORF54 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C1GALT1C1,29071,Arsenic affects the methylation of C1GALT1C1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C1GALT1C1,29071,Arsenic results in decreased methylation of C1GALT1C1 gene,decreases^methylation,1,1
Arsenic,D001151,7440-38-2,C1GALT1C1,29071,Arsenic results in increased expression of C1GALT1C1 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,C1ORF105,92346,Arsenic affects the methylation of C1ORF105 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C1ORF122,127687,Arsenic affects the methylation of C1ORF122 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C1ORF174,339448,Arsenic affects the methylation of C1ORF174 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C1ORF189,388701,Arsenic affects the methylation of C1ORF189 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C1ORF198,84886,Arsenic affects the methylation of C1ORF198 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C1ORF210,149466,Arsenic affects the methylation of C1ORF210 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C1ORF35,79169,Arsenic affects the methylation of C1ORF35 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C1ORF56,54964,Arsenic affects the methylation of C1ORF56 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C1ORF68,100129271,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of C1ORF68 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,C1QL2,165257,Arsenic affects the methylation of C1QL2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C1QTNF7,114905,Arsenic affects the methylation of C1QTNF7 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C1QTNF9,338872,Arsenic affects the methylation of C1QTNF9 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C1S,716,Arsenic affects the methylation of C1S gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C1S,716,Arsenic results in increased expression of C1S mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,C2CD3,26005,Arsenic affects the expression of C2CD3 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,C2CD3,26005,Arsenic affects the methylation of C2CD3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C2CD4B,388125,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of C2CD4B mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,C2ORF27A,29798,Arsenic affects the expression of C2ORF27A mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,C2ORF68,388969,Arsenic affects the methylation of C2ORF68 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C2ORF69,205327,Arsenic affects the methylation of C2ORF69 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C2ORF76,130355,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of C2ORF76 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,C2ORF78,388960,Arsenic affects the methylation of C2ORF78 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C2ORF88,84281,Arsenic affects the methylation of C2ORF88 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C3ORF22,152065,Arsenic affects the methylation of C3ORF22 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C3ORF33,285315,Arsenic affects the methylation of C3ORF33 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C3ORF70,285382,Arsenic affects the methylation of C3ORF70 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C5,727,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of C5 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,C5ORF46,389336,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of C5ORF46 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,C5ORF47,133491,Arsenic affects the methylation of C5ORF47 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C5ORF52,100190949,Arsenic affects the methylation of C5ORF52 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C6ORF118,168090,Arsenic affects the methylation of C6ORF118 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C6ORF132,647024,Arsenic affects the methylation of C6ORF132 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C6ORF136,221545,Arsenic affects the methylation of C6ORF136 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C6ORF15,29113,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of C6ORF15 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,C6ORF52,347744,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of C6ORF52 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,C6ORF58,352999,Arsenic results in increased methylation of C6ORF58 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,C6ORF62,81688,Arsenic affects the expression of C6ORF62 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,C7,730,Arsenic affects the expression of C7 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,C7,730,[Arsenic results in increased abundance of Cacodylic Acid] which affects the expression of C7 mRNA,affects^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,C7ORF50,84310,Arsenic affects the expression of C7ORF50 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,C7ORF61,402573,Arsenic affects the methylation of C7ORF61 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C9,735,Arsenic affects the expression of C9 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,C9,735,[Arsenic results in increased abundance of Cacodylic Acid] which affects the expression of C9 mRNA,affects^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,C9ORF102,427475,Arsenic affects the methylation of C9ORF102 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,C9ORF152,401546,Arsenic affects the methylation of C9ORF152 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,CA12,771,Arsenic affects the methylation of CA12 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,CA13,377677,Arsenic affects the methylation of CA13 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,CA5B,11238,Arsenic affects the methylation of CA5B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,CA6,765,Arsenic affects the expression of CA6 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,CA7,766,Arsenic affects the methylation of CA7 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,CABLES2,81928,Arsenic affects the methylation of CABLES2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,CABP7,164633,Arsenic affects the methylation of CABP7 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,CACNA1C,775,Arsenic affects the methylation of CACNA1C gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,CACNA1G,8913,Arsenic affects the methylation of CACNA1G gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,CACNA1H,8912,Arsenic affects the methylation of CACNA1H gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,CACNA2D4,93589,Arsenic affects the methylation of CACNA2D4 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,CACNB4,785,Arsenic affects the methylation of CACNB4 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,CACNG5,27091,Arsenic affects the methylation of CACNG5 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,CACNG8,59283,Arsenic affects the methylation of CACNG8 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,CACYBP,27101,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of CACYBP mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,CACYBPP2,644877,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of CACYBPP2 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,CADM1,23705,CADM1 mRNA results in increased susceptibility to Arsenic,increases^response to substance,1,1
Arsenic,D001151,7440-38-2,CADM3,57863,Arsenic affects the methylation of CADM3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,CALB2,794,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of CALB2 mRNA,decreases^expression|increases^abundance,1,1
